
中央,#genre#
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
高尔夫网球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
央视文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226951/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226954/index.m3u8
陕西,#genre#
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
陕西一套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西二套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西三套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西五套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
陕西六套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
陕西七套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西八套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
西安新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
西安影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
咸阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226372/index.m3u8
杨凌-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226373/index.m3u8
延安-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226374/1.m3u8
延安-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
铜川-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
铜川-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
宝鸡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8
宝鸡-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
宁强-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226390/1.m3u8
宁强-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8
汉中-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
汉中-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
佛坪-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
镇巴-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
略阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
西乡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
榆林-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
商洛-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
安康-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
纪实人文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
置业频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
京视剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
家庭理财,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
奕坦春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
电影,#genre#
民视台湾,http://ali.hlspull.yximgs.com/live/awei_mstw.flv
三立台湾,https://stream1.freetv.fun/san-li-tai-wan-5.m3u8
民视,https://ktpremium.com:443/M919HR/5577/515015?c=台湾
中视,https://ktpremium.com:443/M919HR/5577/515019?c=台湾
台视,https://ktpremium.com:443/M919HR/5577/515021?c=台湾
华视,https://ktpremium.com:443/M919HR/5577/515017?c=台湾
HBO HD,https://ktpremium.com:443/M919HR/5577/870553?c=台湾
TVBS HD,https://ktpremium.com:443/M919HR/5577/870537?c=台湾
大爱1,https://ktpremium.com:443/M919HR/5577/515172?c=台湾
CCTV6电影,http://101.229.169.168:8004/mgtv/624878396.m3u8
邵氏电影,http://120.76.248.139/live/lunbo/ssdy.m3u8?.m3u8
CHC动作电影,http://101.229.169.168:8004/mgtv/644368714.m3u8
CCTV6电影,http://xc.mfykeke.top:35455/mgtv/624878396.m3u8
CHC动作电影,http://xc.mfykeke.top:35455/mgtv/644368714.m3u8
CHC影迷电影,http://xc.mfykeke.top:35455/mgtv/952383261.m3u8
CCTV6电影,http://58.221.214.82:9901/tsfile/live/0006_1.m3u8?key=txiptv
邵氏电影,http://120.76.248.139/live/lunbo/ssdy.m3u8?917619.m3u8
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905a
救援电影,http://cfss.cc/cdn/hy/21059586.m3u8
金庸电影,http://cfss.cc/cdn/hy/11352897.m3u8
救援电影,http://tv.666150.xyz/huya.php?id=21059586
金庸电影,http://tv.666150.xyz/huya.php?id=11352897
淘电影,http://dsj.motem.top:8880/bptv/10000100000000050000000003887498.m3u8
淘电影,http://yc.myds.me:35455/bptv/10000100000000050000000003887498.m3u8
湖南电影,http://php.jdshipin.com:8880/iptv.php
湖南电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hndy
CHC动作电影,http://z.b.bkpcp.top/m.php
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-24.ctv
CHC动作电影,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226329/1.m3u8
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-12.ctv
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-15.ctv
黑莓电影,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/1.m3u8
黑莓电影,https://epg.pw/stream/ffcb6572863f0745a7369fbd9d901f1dfd0ab8fab8bad8bebb4e01c90b303c47.m3u8
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-2.ctv
湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-11.m3u8
湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-12.m3u8
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森电影,http://mytv.cdn.com.mp/live/dsdy/stream.m3u8
东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-8.ctv
东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-2.m3u8
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=2e48d18419793654f347e8ca29e0028ce9f3eaaa7a108b006304178b8f790f34908f8a09bbb8f4b8b8abcf36e2341f1043dde8719cf4927fcd0dcde4667f8b91e68e820314791d9b70452862c9
黑莓电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
经典电影,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40
经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-2.ctv
美亚电影台,http://ali.hlspull.yximgs.com:80/live/0377d6869f56f7af77f91da3714f3e84.flv
强森电影,http://cfss.cc/cdn/hy/21059581.m3u8
电影_玄幻,http://cfss.cc/cdn/hy/11342414.m3u8
电影_国产,http://cfss.cc/cdn/hy/11352973.m3u8
电影_洪金宝,http://cfss.cc/cdn/hy/11279251.m3u8
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.m3u8
电影_高分动作,http://cfss.cc/cdn/hy/11352884.m3u8
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.m3u8
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.m3u8
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.m3u8
黄渤电影,http://120.24.172.11:50001/huya/11352876
强森电影,http://120.24.172.11:50001/huya/21059581
国语译制电影,http://cfss.cc/cdn/dyu/2436390.m3u8
CHC影迷电影,http://qwt.zhibotv.top:2016/全网通.php?id=CHC影迷电影
CHC动作电影,http://qwt.zhibotv.top:2016/全网通.php?id=CHC动作电影
美亚电影,http://ali.hlspull.yximgs.com/live/awei_mydy.flv
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
美亚电影,http://live4play.uk/livehttpplay?channel_id=20197
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
天映电影,http://live4play.uk/livehttpplay?channel_id=10130
HBo电影1,http://live4play.uk/livehttpplay?channel_id=20091
HBo电影2,http://live4play.uk/livehttpplay?channel_id=20092
美亚电影,http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=mcfe3e109029013892155&ct=17874&tsum=164baeda6ab6c4160f2775128cfc6f4e
黑莓电影,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/1.m3u8?
超级电影,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8?
超级电影,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8?
超级电影,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226949/1.m3u8?
超级电影,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226994/1.m3u8?
淘电影,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
经典电影,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch11060317313622161494.rsc/69976_Uni.sdp
爱电影,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch11061217105732492560.rsc/69994_Uni.sdp
1905电影,http://150.138.77.132:10037/1905电影网.php?id=1905
1905电影,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影,http://120.76.248.139/live/lunbo/ssdy.m3u8
CCTV6电影,http://guyue0227.eicp.net:35455/mgtv/624878396.m3u8
CCTV6电影,http://i.880824.xyz:35455/mgtv/624878396.m3u8
CHC动作电影,http://guyue0227.eicp.net:35455/mgtv/644368714.m3u8
CHC动作电影,http://i.880824.xyz:35455/mgtv/644368714.m3u8
CHC影迷电影,http://i.880824.xyz:35455/mgtv/952383261.m3u8
湖南电影,http://tvbox6.icu/tv/mgtv.php?id=221
天映电影,https://s1.m16tv.cfd/aktv2/CH-3/AKTV.m3u8
天映电影,https://s2.m16tv.cfd/aktv2/CH-3/AKTV.m3u8
纬来电影台,http://103.36.223.125:81/smt.php?id=videolandmovie
东森电影 ETTV Movie,http://103.36.223.125:81/smt.php?id=ettvmovie
卫视电影台,http://103.36.223.125:81/smt.php?id=weishimovie_twn
美亚电影,http://103.36.223.125:81/smt.php?id=meiyamovie_twn
星卫电影,http://103.36.223.125:81/smt.php?id=xingwei_movie
pₒₚc电影,http://tl.061833.xyz/tl/popc
星空电影,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
黑莓电影,http://36.105.100.208:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
成龙电影,http://home.kuaidi521.com:35455/douyu/3379942
斗鱼MAX电影,http://b.zgjok.com:35455/douyu/4332
斗鱼MAX电影,http://www.douzhicloud.site:35455/douyu/4332
斗鱼高分电影,http://www.douzhicloud.site:35455/douyu/431460
斗鱼国产电影,http://b.zgjok.com:35455/douyu/122402
斗鱼高分电影,http://b.zgjok.com:35455/douyu/431460
末日电影合集,http://43.138.0.72:35455/yy/1354889019
电影丧尸片,http://live.metshop.top/huya/21059578?cdn=alicdn
电影功夫片,http://live.metshop.top/huya/11352941?cdn=alicdn
电影嫣然影厅,http://live.metshop.top/huya/11601977?cdn=alicdn
电影梁家辉,http://live.metshop.top/huya/11342429?cdn=alicdn
电影沈腾,https://www.goodiptv.club/huya/11601968
电影蜘蛛侠,http://live.metshop.top/huya/21059599?cdn=alicdn
电影贺岁片,http://www.douzhicloud.site:35455/huya/11601986
豆瓣电影,https://live.tvfix.org/live/cmc/index.m3u8
陕西西部电影,http://112.46.105.20:8009/hls/62/index.m3u8
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
美亚电影,http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=mcfe3e109029013892155&ct=17874&tsum=164baeda6ab6c4160f2775128cfc6f4e
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
电影轮播2,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
电影轮播4,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影02,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000p.flv?wsAuth=f149db0a268e17b462c4032f715fc551&token=cpn-androidmpro-0-85894-a3575d938a4aa30976aaee9c53a07043e9aa8ec98785781a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
鬥魚電影17,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=2c62d811e93588aa66814782abe3b461&token=cpn-androidmpro-0-3637778-8c089871434b93447a78d2f674fb31d653131d81233ba6c5&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
CCTV6电影,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch21072816530254611367.rsc/91842_Uni.sdp
CHC动作电影,rtsp://112.245.125.44:1554/iptv/import/Tvod/iptv/001/001/ch18120514100139517699.rsc/81477_Uni.sdp
CHC影迷电影,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch18120514102191199606.rsc/81478_Uni.sdp
CCTV6电影,rtsp://10.15.250.13/PLTV/88888888/224/3221226728/10000100000000060000000006489754_0.smil
CHC动作电影,rtsp://10.15.250.13/PLTV/88888888/224/3221226939/468086794.smil
CHC影迷电影,rtsp://10.15.250.13/PLTV/88888888/224/3221226958/468087129.smil
怀旧电影,rtsp://10.15.250.13/PLTV/460033/224/0/3221225938/000000000ac9.smil
劲爆电影,rtsp://10.15.250.13/PLTV/88888888/224/3221226551/10000100000000060000000000599467_0.smil
非凡新闻,http://198.16.100.186:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
中视新闻,http://198.16.100.186:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
東森新聞,https://s1.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8
東森新聞,https://s2.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8
邵氏电影,http://120.76.248.139/live/lunbo/ssdy.m3u8?.m3u8
CHC动作电影,http://110.40.39.111:10216/mgtv/644368714.m3u8
CHC影迷电影,http://110.40.39.111:10216/mgtv/952383261.m3u8
邵氏电影,http://120.76.248.139/live/lunbo/ssdy.m3u8?.m3u8?key=txiptv
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
强森电影,http://cfss.cc/cdn/hy/21059581.m3u8
王晶电影,http://cfss.cc/cdn/hy/11602058.m3u8
東森電影,https://s1.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
東森電影,https://s2.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
凤凰中文,http://218.104.239.114:9901/tsfile/live/1012_1.m3u8
美亚电影,http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=MFEF1001328410013284&ct=19226&tsum=9839709ca0f37641c5d1ba962c3bc739
Arirang,http://198.16.100.186:8278/arirang_twn/playlist.m3u8?tid=MF5F3988861839888618&ct=19249&tsum=781d490a6abe9f48f5b93e211cbe0307
中天亚洲,http://198.16.100.186:8278/ctiasia_twn/playlist.m3u8?tid=MBAB5565131955651319&ct=19249&tsum=6c292a6f51658779ced6a108f779ed35
东森戏剧,http://198.16.100.186:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
三立戏剧,http://198.16.100.186:8278/sanlixiju_twn/playlist.m3u8?tid=MC3C7351075373510753&ct=19249&tsum=f70fc544635e38b2fd7b4bb39899df0e
刘德华电影1,http://1.94.31.214:35450/douyu/2516864
林正英电影1,http://1.94.31.214:35450/douyu/218859
林正英电影2,http://1.94.31.214:35450/douyu/7356023
可乐电影,http://1.94.31.214:35450/douyu/20415
奶虫恐怖电影,http://1.94.31.214:35450/douyu/263824
变种人电影,http://1.94.31.214:35450/douyu/9651304
华语电影,http://1.94.31.214:35450/douyu/3928
动作电影,http://111.43.126.240:9003/hls/75/index.m3u8
超级电影,http://111.43.126.240:9003/hls/85/index.m3u8
黑莓电影,http://111.43.126.240:9003/hls/99/index.m3u8
电影_星爷,http://1.94.31.214:35450/huya/11342412?cdn=txcdn
电影_英叔,http://1.94.31.214:35450/huya/11342421?cdn=txcdn
电影_发哥,http://1.94.31.214:35450/huya/11342387?cdn=txcdn
电影_成龙,http://1.94.31.214:35450/huya/11342386?cdn=txcdn
电影_王晶,http://1.94.31.214:35450/huya/11602058?cdn=txcdn
电影_沈腾,http://1.94.31.214:35450/huya/11601968?cdn=txcdn
电影_黄渤,http://1.94.31.214:35450/huya/11352876
电影_强森,http://1.94.31.214:35450/huya/21059581
电影_漫威,http://1.94.31.214:35450/huya/11602034?cdn=txcdn
电影_宇宙,http://1.94.31.214:35450/huya/11342428
电影_怪兽,http://1.94.31.214:35450/huya/21059577
电影_武侠,http://1.94.31.214:35450/huya/11342427
电影_警匪,http://1.94.31.214:35450/huya/11352886
电影_罪犯,http://1.94.31.214:35450/huya/11352962
电影_枪战,http://1.94.31.214:35450/huya/21059579?cdn=txcdn
电影_海盗,http://1.94.31.214:35450/huya/21059595?cdn=txcdn
